id,name,address,city,state,zip,longitude,latitude
198,Deco Pizzeria,1815 Fredericksburg Rd,San Antonio,Texas,78201,-98.523325,29.461489
199,Deer Crossing Saloon,4810 FM 1518,Schertz,Texas,78154,-98.302398,29.574985
200,Denim and Diamonds,2335 NW Military Hwy,San Antonio,Texas,78231,-98.5363425,29.5543855
201,Deol Bar,6851 North Loop 1604 W #101,San Antonio,Texas,78249,-98.624418,29.588908
202,Desperado,6844 Ingram Road,San Antonio,Texas,78238,,
203,Dick's Last Resort,"406 Navarro St,",San Antonio,Texas,78205,-98.489576,29.425401
204,Doc Holliday's,3740 NW Loop 410,San Antonio,Texas,78213,-98.555599,29.492177
205,Dog and Pony Grill,1481 S Main St,Boerne,Texas,78006,-98.721511,29.774215
206,Dominion Country Club,1 Dominion Dr,San Antonio,Texas,78257,-98.620379,29.650268
207,Dos Guys,2121 N. St. Mary's,San Antonio,Texas,78212,-98.486505,29.44553
208,Downtown San Antonio (Alamo Address inputted),300 Alamo Plaza,San Antonio,Texas,78205,-98.48702,29.425165
209,Doza's,3306 N St Mary's St,San Antonio,Texas,78212,-98.480491,29.45554
210,Draft Station at Sonterra,700 E Sonterra Blvd,San Antonio,Texas,78258,-98.484456,29.61413
211,Drink Texas Bar,200 Navarro St,San Antonio,Texas,78205,-98.489825,29.423624
212,Drink Texas Stone Oak,19903 Stone Oak Pkwy #202,San Antonio,Texas,78258,-98.490848,29.642787
213,Durdy Annie's (Americana Inn),96 NE Loop 410,San Antonio,Texas,78216,-98.482265,29.520665
214,Durty Nelly's Irish Pub,200 S Alamo St,San Antonio,Texas,78205,-98.487846,29.422428
215,Eagle's Hall,211 North Alamo,San Antonio,Texas,78205,-98.495141,29.4246
216,Earl of Country,310 Valley Hi Drive,San Antonio,Texas,78227,-98.639935,29.380124
217,Eastwood Country Club,1 Dominion Dr,San Antonio,Texas,78257,-98.617408,29.655529
218,Edge of Town,Culebra and Ingram,San Antonio,Texas,78251,-98.665781,29.457955
219,Edwards Ridge Distillery,"16104 University Oak,",San Antonio,Texas,78249,-98.577258,29.588382
220,El Antonio's Hacienda Ballroom,1400 Austin Hwy,San Antonio,Texas,78209,-98.438721,29.491335
221,El Cabaret,4906 West Commerce,San Antonio,Texas,78237,-98.557919,29.430875
222,El Camaroncito,411 Old Highway 90 West,San Antonio,Texas,78237,-98.59884525,29.4082105
223,El Caribe,2611 Wagon Wheel,San Antonio,Texas,78217,-98.449039,29.517576
224,El Chamizal Nightclub,1134 N. Flores,San Antonio,Texas,78212,-98.501578,29.436585
225,El Fandango,114 West Carolina,San Antonio,Texas,78210,-98.48429,29.40709
226,El Jarro,13421 San Pedro Ave,San Antonio,Texas,78216,-98.484105,29.564953
227,El Luchador Bar,622 Roosevelt Ave,San Antonio,Texas,78210,-98.485809,29.396998
228,El Machito,7300 Jones Maltsberger Rd,San Antonio,Texas,78209,-98.479047,29.497587
229,El Rancho Nite Club,1134 N. Flores,San Antonio,Texas,78212,-98.49126,29.452192
230,El Taxco,625 N. Medina,San Antonio,Texas,78207,-98.504612,29.430228
231,El Tropicano Nite Club,7167 Somerset Road,San Antonio,Texas,78211,-98.551155,29.355528
232,El Venadito Club,117 1/2 N Flores,San Antonio,Texas,78205,-98.495141,29.4246
233,Elbow Room,1788 Austin Highway,San Antonio,Texas,78218,-98.423994,29.498253
234,Element Ultra Lounge,1581 Bandera Road,San Antonio,Texas,78228,-98.5486534017857,29.4527155
235,Embers Wood Fire Grill & Bar,9818 Interstate 10 Frontage Rd,San Antonio,Texas,78230,-98.563897,29.531352
236,Engle's Place,Nacogdoches Rd,San Antonio,Texas,78217,-98.495141,29.4246
237,Epic Bar,"1375 Austin Hwy,",San Antonio,Texas,78209,-98.439479,29.491199
238,Esperanza Peace & Justice Center,922 San Pedro Ave,San Antonio,Texas,78212,-98.499039,29.442633
239,Eva's Cozy Spot,2217 Blanco Road,San Antonio,Texas,78212,-98.50761,29.45542
240,Evil Olive Elixir Lounge,2950 Thousand Oaks,San Antonio,Texas,78247,-98.441134,29.576844
241,Fantastic 60s,611 HWY 90,Castroville,Texas,78009,-98.865332,29.355849
242,Far West Event Center,2502 Pleasanton Road,San Antonio,Texas,78221,-98.503102,29.354416
243,Farmer's Daughter,5432 WW White,San Antonio,Texas,78222,-98.394889,29.41923
244,Fatso's BBQ,1743 Bandera Road,San Antonio,Texas,78228,-98.572736,29.470225
245,Faust Brewery,499 South Castell,New Braunfels,Texas,78130,-98.120295,29.698681
246,Feast Restaurant,1024 S Alamo St,San Antonio,Texas,78210,-98.491053,29.413353
247,Fiasco's,2250 Thousand Oaks,San Antonio,Texas,78232,-98.452881,29.587551
248,Fiesta Ballroom,735 IH 10,Seguin,Texas,78155,-97.957016,29.598297
249,Fiesta Club,1112 Pleasanton Road,San Antonio,Texas,78214,,
250,Fitzgerald's Bar and Live Music,"437 McCarty Rd #101,",San Antonio,Texas,78216,-98.499397,29.528875
251,Five Stones Artisan Brewery,11335 FM 1863,New Braunfels,Texas,78132,,
252,Flying Saucer Draught Emporium,11255 Huebner Rd #212,San Antonio,Texas,78230,-98.577891,29.547727
253,Fountain Bleu Banquet Hall,8353 Culebra Road,San Antonio,Texas,78251,-98.665781,29.457955
254,Fralo’s Art of Pizza,23651 Interstate 10 Frontage Rd,San Antonio,Texas,78257,-98.62779,29.66143
255,Franco's Lounge,10003 NW Military,San Antonio,Texas,78231,-98.52812,29.55471
256,Frankie G's Sports Bar,2008 Cupples Rd,San Antonio,Texas,78226,-98.495141,29.4246
257,Freeman Coliseum,3201 E Houston St,San Antonio,Texas,78219,-98.442844,29.42597
258,Freetail Taproom,2000 S Presa St,San Antonio,Texas,78210,-98.482232,29.401606
259,Freiheit Country Store,2157 FM1101,New Braunfels,Texas,78130,-98.070143,29.716859
260,Fuggawi,8011 Webbles Drive,San Antonio,Texas,78218,-98.400135,29.50904
261,Fun Palace,3662 Culebra,San Antonio,Texas,78228,-98.594969,29.453734
262,Gallagher's,9502 I-10 West,San Antonio,Texas,78230,-98.601154,29.605492
263,Garden Tea Lounge,2375 NW Military Hwy,Shavano Park,Texas,78231,-98.53024,29.546753
264,Gasoline Alley,6800 Wurzbach,San Antonio,Texas,78240,-98.614705,29.517654
265,Gemini Ink,1111 Navarro St,San Antonio,Texas,78205,-98.49121,29.432004
266,Gennie's Lounge,2139 Frio City Road,San Antonio,Texas,78226,-98.542882,29.390292
267,George's Keep,17101 La Cantera Pkwy #1200,San Antonio,Texas,78256,-98.606746,29.610892
268,GIG on the Strip,2803 N. St. Mary's,San Antonio,Texas,78212,-98.49126,29.452192
269,Golden Stallion,1500 Ackerman,San Antonio,Texas,78219,-98.396637,29.452797
270,Graffiti's,3707 Colony Dr,San Antonio,Texas,78230,-98.558631,29.531469
271,Graham Central Station,4902 Fredricksburg Rd,San Antonio,Texas,78229,,
272,Grasshopper Club,8308 Marbach,San Antonio,Texas,78227,-98.6552,29.41668
273,Grayze on Grayson,521 E Grayson St,San Antonio,Texas,78215,-98.47462,29.44345
274,Great Jubilations,4841 Fredericksburg,San Antonio,Texas,78229,-98.557075,29.496897
275,Gruene Hall,1281 Gruene Road,New Braunfels,Texas,78130,-98.104462,29.738324
276,Guadalupe Brewing Company,1586 Wald Road,New Braunfels,Texas,78132,-98.16399,29.684443
277,Guadalupe County Coliseum,950 S. Austin Street,Seguin,Texas,78155,,
278,Guadalupe Theatre,1301 Guadalupe St.,San Antonio,Texas,78207,-98.514563,29.418601
279,H&R,1819 Goliad Road,San Antonio,Texas,78223,-98.443293,29.36785
280,Hacienda Salas,3127 Mission Road,San Antonio,Texas,78214,,
281,Half Price Books-Fredericksburg,7959 Fredericksburg,San Antonio,Texas,78229,-98.568536,29.51162
282,Hallelujah Hollywood,10127 Coachlight,San Antonio,Texas,78216,,
283,Hangin' Tree Saloon,18424 2nd St,San Antonio,Texas,78266,-98.320018,29.610993
284,Hard Rock Cafe | San Antonio,111 W Crockett St #210,San Antonio,Texas,78205,-98.489094,29.425241
285,Hard Times Saloon and Party House,11523 Bandera Rd,San Antonio,Texas,78250,-98.662743,29.512633
286,Harem Skarem,3185 Nacogdoches Road,San Antonio,Texas,78217,-98.43842,29.52663
287,HEAT Nightclub,8306 Marbach Rd,San Antonio,Texas,78266,-98.655165,29.417473
288,Helotes Event Hall,16148 Bandera Rd,Helotes,Texas,78023,-98.68627,29.562804
289,Helotes Inn,14405 Old Bandera ,Helotes,Texas,78203,-98.690339,29.576985
290,Henry B. Gonzalez Convention Center,900 E Market St,San Antonio,Texas,78205,-98.484022,29.42178
291,Here it Tiz,3314 Clark Street,San Antonio,Texas,78223,-98.448047,29.383429
292,High Tide,1146 Austin Highway,San Antonio,Texas,78209,-98.448147,29.486562
293,Hill Country Farmers Market,18039 I- 10 Access Rd,San Antonio,Texas,78220,-98.431942,29.413165
294,Historic Jackson Ranch,8910 Callaghan Rd,San Antonio,Texas,78230,-98.540711,29.521533
295,Historic Pearl,303 Pearl Pkwy #300,San Antonio,Texas,78215,-98.479558,29.442508
296,Historic Sunset Station,1174 E Commerce St,San Antonio,Texas,78205,-98.478265,29.420533
297,Hi-Tones,621 E Dewey Pl,San Antonio,Texas,78212,-98.486872,29.447201
298,Holiday Club,1500 N Main Ave.,San Antonio,Texas,78212,-98.493988,29.442997
299,Hollywood Cafe,4318 Callaghan Road,San Antonio,Texas,78228,-98.60123,29.466602
300,Hookah House At Bentleys,8123 Broadway,San Antonio,Texas,78209,-98.4646229,29.470119
301,Hooligan's Bar & Grill," 13920 I-35,",San Antonio,Texas,78233,-98.334337,29.565831
302,Hot Joy,1014 S Alamo Street,San Antonio,Texas,78210,-98.490887,29.41361
303,Hot Shot Night Club,517 North St. Mary's,San Antonio,Texas,78205,-98.49134,29.429196
304,Hot Tin Roof,7710 Frontage Road,San Antonio,Texas,78230,-98.5656356587302,29.5358535
305,Hotel Discotheque,18326 Tuscany Stone,San Antonio,Texas,78258,-98.488894,29.610914
306,Hotel Havana,1015 Navarro St,San Antonio,Texas,78205,-98.489854,29.430796
307,Howl at the Moon, 111 W Crockett St,San Antonio,Texas,78205,-98.489094,29.425241
308,Huey's,2734 N. St. Mary's,San Antonio,Texas,78212,-98.48522,29.45112
309,Hyatt Hill Country Resort,9800 Hyatt Resort D,San Antonio,Texas,78251,-98.681267,29.461875
310,Iguana Bay Bar & Grill,1031 Patricia Dr.,San Antonio,Texas,78213,-98.512088,29.545451
311,Illusions Night Club,2823 Martin Luther King Dr,San Antonio,Texas,78220,-98.441172,29.413735
312,Illusions Theatre at the Alamodome,100 Montana S,San Antonio,Texas,78203,-98.478756,29.416871
313,Imagine Books & Records, 8373 Culebra Rd #201b,San Antonio,Texas,78251,-98.648709,29.470486
314,Institute of Texan Cultures,801 E César E. Chávez Blvd,San Antonio,Texas,78205,-98.482218,29.416617
315,International Folk Culture Center,"411 SW 24th St, ",San Antonio,Texas,78207,-98.542512,29.425622
316,Club Iries,7920 Fredericksburg,San Antonio,Texas,78229,-98.5813429,29.511125
317,Irish Pub,9726 Datapoint Dr,San Antonio,Texas,78229,-98.564748,29.52776
318,Iron Armadillo,2411 Broadway,San Antonio,Texas,78215,-98.482663,29.450211
319,Iskcon Mission Society,103 Bernice Dr,San Antonio,Texas,78228,-98.575315,29.44224
320,Ivory Lounge & Nightclub,1201 Austin Highway,,Texas,,-98.44681,29.489438
321,Izzy's Party House,10703 Pleasanton Rd,San Antonio,Texas,78221,-98.50271,29.311123
322,Jack Rabbit,6322 San Pedro Ave,San Antonio,Texas,78216,-98.498718,29.495242
323,Jack's Bar,2950 Thousand Oaks,San Antonio,Texas,78247,98.439556,29.574315
324,Jaime's Place,1514 W Commerce,San Antonio,Texas,78207,-98.511694,29.426449
325,JAM Factory,2623 N St Mary's St,San Antonio,Texas,78212,-98.487419,29.450367
326,Jandro's Garden Patio,120 Villita ,San Antonio,Texas,78205,-98.495141,29.4246
327,"Jazz, TX","312 Pearl Parkway, Bld. #6 Suite #6001",San Antonio,Texas,78215,-98.480251,29.443165
328,Jerry Dean's,12536 Nacogdoches,San Antonio,Texas,78217,-98.457242,29.524766
329,Jiggers,1639 E. Bitters,San Antonio,Texas,78216,,
330,Jilly's,8779 Wurzbach Road,San Antonio,Texas,78240,-98.569404,29.524535
331,Jimenez Restaurant and Bar,1010 NW Loop 410,San Antonio,Texas,78213,-98.508026,29.51969
332,JJ's,2617 Wagonwheel,San Antonio,Texas,78217,-98.448878,29.517432
333,JK's,5607 Kenwick,San Antonio,Texas,78238,-98.597758,29.484525
334,Jo Long Theatre,226 N Hackenberry,San Antonio,Texas,78202,-98.458731,29.426962
335,Joe Blue's,1414 S Alamo St Ste 1420,San Antonio,Texas,78210,-98.495422,29.409866
336,Joe's Blues, 1420 S Alamo St,San Antonio,Texas,78210,-98.495732,29.409751
337,Joe's Corner Saloon,5023 S. Presa,San Antonio,Texas,78223,-98.472632,29.371175
338,Joe's Volcano,6844 Ingram Rd,San Antonio,Texas,78238,-98.625053,29.46404
339,John T. Floore's Country Store,14492 Old Bandera Rd,Helotes,Texas,78023,-98.69053,29.57787
340,Johnny Lew Ice,1717 West Avenue,San Antonio,Texas,78201,-98.52625,29.477554
341,Jolly Joker,3114 Commercial Avenue,San Antonio,Texas,78221,-98.51594,29.345947
342,Josabi's Acres,17200 TX-16,Helotes,Texas,78023,-98.706825,29.602995
343,Josephine Theatre,339 W Josephine St.,San Antonio,Texas,78212,-98.485972,29.447399
344,Joseph's Foodliner,2410 N. St. Mary's,San Antonio,Texas,78212,-98.487581,29.448567
345,Judge's,16260 San Pedro,San Antonio,Texas,78232,,
346,Juniper Tar,244 W Houston St.,San Antonio,Texas,78205,-98.485972,29.447399
347,Just Country,9323 Perrin Beitel,,Texas,,-94.64242,30.146324
348,JW S Bracken Saloon,18400 FM 2252,San Antonio,Texas,78266,-98.324201,29.610246
349,K T Dance Hall,2017 Austin Hwy,San Antonio,Texas,78218,-98.4162499,29.501472
350,K23 Gallery,704 Fredericksburg Rd,San Antonio,Texas,78201,-98.511048,29.449304
351,Kelly Bar Patio,2433 Frio City Rd,San Antonio,Texas,78226,-98.54299,29.389986
352,Kelly Field Terrace,corner Mission and Mitchell Road,,Texas,,-100.872166,32.400862
353,Kelly's Archway,6894 US Hwy 87 E,China Grove,Texas,78263,-98.354009,29.389727
354,Kendalia Halle,1135 FM 3351,Boerne,Texas,78006,-98.73197,29.794664
355,Keyhole (#1),728 Iowa St,San Antonio,Texas,78203,-98.495141,29.4246
356,Keyhole (#2),1619 W. Poplar St.,San Antonio,Texas,78207,-98.514974,29.440115
357,Keystone Club,5152 Fredericksburg,,Texas,,-98.871984,30.275201
358,King Armadillo,1824 West Olmos,San Antonio,Texas,78201,-98.52537,29.473387
359,King Arthur's Court,1903 Jackson Keller Rd,San Antonio,Texas,78213,-98.523695,29.510289
360,Kirby's Steakhouse,123 Loop 1604 NE,San Antonio,Texas,78232,-98.488566,29.610072
361,Klub Amnesia,520 Roosevelt Ave,San Antonio,Texas,78210,-98.49303,29.39356
362,Knave Pub,1375 Austin Hwy,San Antonio,Texas,78209,-98.439574,29.491443
363,Knight Time Lounge,2026 Basse Road,San Antonio,Texas,78213,-98.519089,29.488588
364,Kopy Kat Klub,416 E Pecan St,San Antonio,Texas,78205,-98.488436,29.428616
365,Krause's Cafe and Biergarten,148 S Castell Ave,New Braunfels,Texas,78130,-98.124995,29.701212
366,Krueger's Bar and Party House,6870 East Highway 87,,Texas,,-94.64242,30.146324
367,La Bamba Super Nite Club,1621 Quintana Rd,San Antonio,Texas,78211,-98.55613,29.37309
368,La Botanica,2911 N. Saint Mary's St.,San Antonio,Texas,78212,-98.485413,29.452288
369,La Fonda on Main,2415 N Main Ave,San Antonio,Texas,78212,-98.494174,29.452524
370,La Playa,2702 N. St. Mary's,San Antonio,Texas,78212,,
371,La Quinta Inn and Suites Riverwalk,303 Blum St,San Antonio,Texas,78205,-98.482547,29.424069
372,La Rancherita Night Club,4906 West Commerce,San Antonio,Texas,78237,-98.557919,29.430875
373,La Rumba Nite Club,411 Old Hwy 90,,Texas,,-96.56253,29.70536
374,La Tuna Grill,100 Probandt,San Antonio,Texas,78204,-98.49602,29.407601
375,La Tuna Icehouse,100 Probandt,San Antonio,Texas,78204,-98.496118,29.407724
376,La Vernia Chamber of Commerce Hall,12301 US-87 West,La Vernia,Texas,78121,-98.108521,29.344801
377,La Villita Historic Arts Village, 418 Villita St,San Antonio,Texas,78205,-98.489115,29.421754
378,Laboratory Brewing Company,7310 Jones Maltsberger,San Antonio,Texas,78209,,
379,Lamp Post Lounge,1571 Austin Highway,San Antonio,Texas,78218,,
380,Lanier High School,1514 W César E Chávez Blvd,San Antonio,Texas,78207,,
381,Larry's Cantina,10929 Nacogdoches,,Texas,,,
382,Larry's Lounge,2219 South Flores,,Texas,,,
383,Lartos Lounge,2303 East Commerce,,Texas,,-95.9000439,33.2471342
384,Las Canarias,112 College Street,San Antonio,Texas,78205,-98.490452,29.425479
385,Las Chiladas,2387 NW Military HWY,Shavano Park,Texas,78231,-98.528073,29.545044
386,Las Ramblas at The Hotel Contessa,"306 W Market St, ",San Antonio,Texas,78205,-98.489797,29.423078
387,Las Vegas Night Club,1019 El Paso,San Antonio,Texas,78207,,
388,Last National Bank,10127 Coachlight,,Texas,,,
389,Last Stand,1807 Mission Road,San Antonio,Texas,78214,-98.489266,29.37815
390,Laugh Out Loud Comedy Club,326 East Market Rd,San Antonio,Texas,78205,,
391,Trinity University, One Trinity Pl,San Antonio,Texas,78212,-98.482574,29.463303
392,Le Bistro Restaurant and Bar,114 Produce Row,San Antonio,Texas,78207,-98.498895,29.425109
393,Lejac Club,618 NW Loop 410,San Antonio,Texas,78216,-98.500956,29.519649
394,Leon Valley Bar and Grill,7007 Bandera Road,San Antonio,Texas,78238,,
395,Lerma's Nite Club,1602 N. Zarzamora Street,San Antonio,Texas,78201,,
396,Let's Go Bottom Up,542 Fredericksburg,,Texas,,-98.509654,29.44792
397,Liberty Bar, 1111 S Alamo St,San Antonio,Texas,78210,-98.492443,29.412413
398,Li'L Hut Lounge,3052 East Commerce St,San Antonio,Texas,78220,-98.441012,29.419727
399,Lila Cockrell Theatre,200 E Market St,San Antonio,Texas,78205,-98.486184,29.422052
400,Limelight,2719 N St Mary's St,San Antonio,Texas,78212,-98.486924,29.450511
401,Limon's Lounge,722 S. St. Mary's,,Texas,,-94.64242,30.146324
402,Lindbergh's,3820 Parkdale,San Antonio,Texas,78220,-98.560251,29.525908
403,Lion and Rose British Restaurant and Pub - Park North, 842 NW Loop 410 Suite 115,San Antonio,Texas,78216,-98.506294,29.519642
404,Lion and Rose British Restaurant and Pub -La Cantera,17627 La Cantera Pkwy,San Antonio,Texas,78257,-98.596909,29.608714
405,Little Italy Restaurant,824 Afterglow St.,San Antonio,Texas,78216,-98.506395,29.547487
406,Little Jamaica Bar and Grill,8816 Broadway,San Antonio,Texas,78217,-98.457242,29.524766
407,Little Las Vegas Club,1602 N. Zarzamora Street,,Texas,,-99.489765,28.548039
408,Little Nashville,1805 Pat Booker Road,Universal City,Texas,78148,-98.306704,29.55335
409,Little Red Barn Steakhouse,1836 South Hackberry St.,San Antonio,Texas,78210,-98.473186,29.398021
410,Local Motion,123 Goliad Road,San Antonio,Texas,78223,,
411,Lone Star Corral,310 Riverside,San Antonio,Texas,78210,-98.480784,29.376992
412,Lonely Ladies,2308 Blanco Road,San Antonio,Texas,78212,-98.50761,29.45542
413,Lonestar Pavillion,1174 East Commerce,San Antonio,Texas,78205,-98.478249,29.420607
414,Loose Screws,1620 Fredericksburg,San Antonio,Texas,78201,-98.534244,29.482984
415,Los Barrios Mexican Restaurant,4223 Blanco Rd,San Antonio,Texas,78212,-98.508197,29.485864
416,Los Mesquites,9901 Moursund Blvd,San Antonio,Texas,78221,-98.504116,29.318835
417,Los Padrinos,2424 West Avenue,San Antonio,Texas,78201,,
418,Loyalty Lounge,4250 Thousand Oaks Dr,San Antonio,Texas,78217,-98.410787,29.551858
419,LUNA,6740 San Pedro Ave,San Antonio,Texas,78216,-98.498825,29.501839
420,Luther's Cafe,1503 N Main Ave,San Antonio,Texas,78212,-98.49451,29.442969
421,Luxello Hall,8640 East Evans,San Antonio,Texas,78266,,
422,Lyndy's Great Indoors,5562 Fredericksburg,,Texas,,-98.871984,30.275201
423,Mad Dogs British Pub Riverwalk,123 Losoya St #19,San Antonio,Texas,78205,-98.488242,29.425557
424,Mad Michael's,435 McCarty Road,San Antonio,Texas,78216,-98.499204,29.529183
425,Maggiano’s Little Italy San Antonio,17603 IH 10W,San Antonio,Texas,78257,-98.601263,29.608477
426,Maggie's,9715 San Pedro,San Antonio,Texas,78216,-98.49827,29.529125
427,Mai Tai,532 Riverwalk,San Antonio,Texas,78205,,
428,Main Plaza Conservancy- San Antonio,111 Soledad St # 825,San Antonio,Texas,78205,-98.493258,29.425308
429,Main Street,13477 Wetmore,San Antonio,Texas,78247,-98.420776,29.563909
430,Majestic Theatre,224 E Houston St,San Antonio,Texas,78205,-98.490586,29.426265
431,Make My Day Lounge Make sure to use 12114 Nacogdoches Rd,12114 Nacogdoches Rd,San Antonio,Texas,78217,-98.408913,29.54978
432,Manana,207 Camaron,,Texas,,-96.97693,30.853245
433,Mantle Art Space,714 Fredericksburg Road,San Antonio,Texas,78201,-98.511382,29.449615
434,Margaritaville,849 E Commerce S,San Antonio,Texas,78205,-98.484418,29.423758
435,Mariachi Bar,218 Produce Row,San Antonio,Texas,78217,-98.506013,29.607792
436,Mario's Mexican Restaurant,325 South Pecos,,Texas,,-101.869848,33.52203
437,Market Square, 514 W Commerce St,San Antonio,Texas,78207,-98.499438,29.425398
438,Martinez Social Club,4922 SW Military Dr,San Antonio,Texas,78242,,
439,Martini Ranch,4904 West Ave,San Antonio,Texas,78213,-98.525651,29.511467
440,Marty's Outback,2913 N. St Mary's,San Antonio,Texas,78212,-98.485393,29.45204
441,Marty's Veranda,15609 San Pedro,San Antonio,Texas,78232,-98.476378,29.582976
442,Mary's Café,1518 South Flores,,Texas,,-94.64242,30.146324
443,Matamoros Restaurant y Cantina,12844 IH10 West,San Antonio,Texas,78249,-98.593471,29.566858
444,Maverick Music Festival,503 La Villita St,San Antonio,Texas,78205,-98.49056,29.419437
445,Max's Lil'B,2432 Nogalitos,San Antonio,Texas,78225,-98.520465,29.38999
446,Max's Wine Dive,340 E Basse Rd #101,San Antonio,Texas,78209,-98.478564,29.496378
447,San Antonio College,1819 N. Main Ave,San Antonio,Texas,78212,-98.494224,29.44631
448,McNay Art Museum,6000 N New Braunfels Ave,San Antonio,Texas,78209,-98.456748,29.485516
449,Mcqueeney Hall,3211 W Farm to Market Rd 78,McQueeney,Texas,78123,-98.02933,29.592992
450,Medina County Fairgrounds,1612 Avenue M,Hondo,Texas,78861,-99.141962,29.349727
451,Melody's,2231 Quintana Road,San Antonio,Texas,78211,-98.560517,29.36764
452,Mendiola's Ballroom,16490 IH 35 S,,Texas,,-98.714849,29.258477
453,Midnight Cowboy (Hemisfair Plaza),600 Hemisfair Plaza Way,San Antonio,Texas,78205,-98.485485,29.419375
454,Midnight Rodeo,12260 Nacogdoches Rd,San Antonio,Texas,78217,-98.405096,29.551075
455,Midtown,2014 East Houston,San Antonio,Texas,78202,-98.458731,29.426962
456,Milo's Backyard,14543 Roadrunner Way,,Texas,,-100.182308,31.59738
457,Mine Shaft Saloon - Inside Magic Time Machine,902 NE Interstate 410 Loop,San Antonio,Texas,78209,-98.461487,29.515508
458,Moe's Lounge,2323 Quintana Rd,San Antonio,Texas,78211,-98.561077,29.367044
459,Morgan's Wonderland,5223 David Edwards Dr,San Antonio,Texas,78233,-98.391591,29.539823
460,Moses Rose's Hideout,516 E Houston S.,San Antonio,Texas,78205,-98.487339,29.426251
461,Moulin Rouge Lounge,1921.5 Fredricksburg Road,,Texas,,,
462,Movement Gallery/Galeria del Movimiento,1412 E Commerce St,San Antonio,Texas,78205,-98.474149,29.420409
463,"Musical Arts Center of San Antonio, Inc. (1604)","2106 E Sonterra Blvd, Ste 211",San Antonio,Texas,78259,-98.459399,29.608239
464,"Musical Arts Center of San Antonio, Inc. (I-10)",12732 Cimarron Path #100,San Antonio,Texas,78249,-98.599304,29.55923
465,Mustang Lounge,7201 East Houston,San Antonio,Texas,78220,-98.43350075,29.423915
466,Naked Iguana Tequila Bar,421 E Commerce St,San Antonio,Texas,78205,-98.488339,29.424078
467,Nana's Grill,701 Seguin Street,,Texas,,-97.964727,29.568841
468,Neal's Ice House,4910 South Presa,San Antonio,Texas,78223,-98.473436,29.372463
469,Nesta Dive Bar,122 Nogalitos St,San Antonio,Texas,78204,,
470,Network for Young Musicians,1800 Fredericksburg Rd,San Antonio,Texas,78201,-98.522586,29.461527
471,Newsroom,4106 N San Pedro,San Antonio,Texas,78212,-98.479944,29.55961
472,Nibble's Eatery,13489 Blanco Road,San Antonio,Texas,78216,-98.476623,29.430642
473,Nightrocker,725 S. Presa St,San Antonio,Texas,78210,-98.488243,29.413391
474,Noche Caliente,2502 Pleasanton Road,San Antonio,Texas,78221,-98.51699,29.31194
475,Nona's,2809 N St. Mary's,San Antonio,Texas,78212,-98.486085,29.45153
476,Norma Jean,4429 Walzem Road,San Antonio,Texas,78218,-98.405754,29.511088
477,Number 10 Club, 7791 FM 1346,San Antonio,Texas,78220,-98.33653,29.419177
478,Oak Grove Hall,Nacogdoches Road,San Antonio,Texas,78217,-98.457242,29.524766
479,Oak Hills,7401 Wurzbach,San Antonio,Texas,78229,-98.564579,29.497967
480,Oak Hills Country Club,9726 Datapoint,San Antonio,Texas,78229,-98.564579,29.497967
481,Ocho at Hotel Havana,1015 Navarro St.,San Antonio,Texas,78205,-98.489854,29.430796
482,Old Spanish Inn,1355 Donaldson Road,San Antonio,Texas,78228,-98.553228,29.465221
483,Old Tin Barn Saloon,1405 N Colorado St,San Antonio,Texas,78207,-98.521993,29.42543
484,Olivia's,117 Goliad Road,,Texas,,-97.391114,28.66891
485,Olmos Club,5403 Fredricksburg Rd,San Antonio,Texas,78229,-98.554959,29.49671
486,Olmos Pharmacy,3902 McCullough Ave,San Antonio,Texas,78212,-98.491593,29.466693
487,On The Rocks Pub,270 Losoya St.,San Antonio,Texas,78205,-98.487506,29.423862
488,O'Neill's Irish House,302 E. Commerce,San Antonio,Texas,78205,-98.489608,29.423925
489,Orphan Annie's Lounge,3621 West Avenue,San Antonio,Texas,78213,-98.526507,29.496419
490,Oxtail Inn,8517 Starcrest,San Antonio,Texas,78217,-98.423298,29.517105
491,Paesano's 1604,3622 Paesanos Pkwy,Shavano Park,Texas,78231,-98.553543,29.600569
492,Palo Alto College Performing Arts Center,1400 West Villaret BLVD,San Antonio,Texas,78224,-98.545039,29.322791
493,Pan Am Plaza,1419 Commercial Ave,San Antonio,Texas,78221,-98.504503,29.346501
494,Pan American Nite Club,607 Dolorosa St,,Texas,,-98.8223185136653,31.8039734986915
495,Panama's Red,2410 N St Mary's St,San Antonio,Texas,78212,-98.487581,29.448567
496,Pandora's,11532 Perrin Beitel,San Antonio,Texas,78217,-98.410698,29.54556
497,Paper Tiger,2410 N St Mary's St,San Antonio,Texas,78212,-98.487504,29.448645
498,Pappy's,1502 Bitters Road,San Antonio,Texas,78216,-98.512353,29.575251
499,Paramour Bar,102 9th St Suite 400,San Antonio,Texas,78215,-98.483589,29.435464
500,Patsy's Ice House,2602 N. Flores St.,San Antonio,Texas,78212,-98.502526,29.451239
501,Paul's Place,2026 Basse Road,San Antonio,Texas,78213,,
502,Pearl Stable,307 Pearl Pkwy.,San Antonio,Texas,78215,-98.479113,29.44222
503,Pedrotti's North Wind Ranch,13715 Fm 1560 N.,Helotes,Texas,78023,-98.664177,29.570814
