id,name,address,city,state,zip,longitude,latitude
504,Pelican's Landing,2525 Jackson Keller,San Antonio,Texas,78230,,
505,Pennie's Lounge,5132 W Military,San Antonio,Texas,78242,-98.602386,29.369724
506,Pepe's Cantina,8476 Fredericksburg Road,San Antonio,Texas,78229,-98.571823,29.520089
507,Perch Coworking Space,5231 Broadway St.,San Antonio,Texas,78209,-98.462915,29.475906
508,Perfect Timing Night Club,607 Dolorosa,San Antonio,Texas,78207,-98.49696,29.42421
509,Performing Arts San Antonio,15705 San Pedro Ave.,San Antonio,Texas,78232,-98.474677,29.586274
510,Pericos Mexican Restaurant,10820 Bandera Rd,San Antonio,Texas,78250,-98.65715,29.544449
511,Perry’s Steakhouse and Grille,"15900 La Cantera Parkway, Suite 22200",San Antonio,Texas,78256,-98.61094,29.593293
512,Peters Brothers,433 East Commerce,,Texas,,-95.9000439,33.2471342
513,Phazez,119 El Mio,San Antonio,Texas,78216,-98.49991,29.493852
514,Picks Bar,4553 North Loop 1604 W #1101,San Antonio,Texas,78249,-98.574274,29.596033
515,PJ's,700 N. St. Mary's,San Antonio,Texas,78205,-98.490602,29.430255
516,Planeta Mexico,3830 Parkdale Dr,San Antonio,Texas,78229,-98.56257,29.525565
517,Playa Santa Maria,2702 N. St. Mary's,San Antonio,Texas,78212,-98.486925,29.450315
518,Player's Club,111 Daniels Road,San Antonio,Texas,78220,,
519,Playpen North,San Pedro,,Texas,,,
520,Plaza de Armas Gallery,115 Plaza De Armas #102,San Antonio,Texas,78205,-98.496003,29.424467
521,Plaza Guadalupe,1327 Guadalupe St,San Antonio,Texas,78207,-98.515389,29.418873
522,Poco Loco,505 N. Presa,,Texas,,-100.152612,34.717558
523,Posey's Pasture,12930 Hwy 181 South,San Antonio,Texas,78223,-98.35531,29.29075
524,Pour House,4750 Old Seguin Rd,San Antonio,Texas,78219,-98.39894,29.46301
525,Powerhouse Café,255 E Basse Rd,San Antonio,Texas,78209,-98.480171,29.443516
526,Prelude Club,11431 Perrin Beitel Rd,San Antonio,Texas,78213,-98.412355,29.543247
527,Prize Bull Saloon and Dance Hall,1502 Bitters Road,,Texas,,-94.64242,30.146324
528,Pueblo Hall & Activity Center,3315 N Western,San Antonio,Texas,78238,-98.625866,29.46701
529,Pullman Inn,Sulphor Springs Road,San Antonio,Texas,78101,-98.281322,29.338947
530,Pump House Lounge,2022 McCullough,San Antonio,Texas,78212,-98.491605,29.448875
531,Pusi Kat,120 Villita Street,San Antonio,Texas,78205,,
532,Quihi Gun Club and Dance Hall,1146 Austin Highway,San Antonio,Texas,78209,,
533,R & J Lounge,Co Road 4517,Hondo,Texas,78861,-99.03095,29.38659
534,R & J Lounge Music Pavillion,18086 Pleasanton Rd,San Antonio,Texas,78221,-98.497547,29.244371
535,R & R Ice House,3800 Nogalitos,San Antonio,Texas,78211,-98.530815,29.378132
536,R&J Music Pavilion,18086 Pleasanton Rd,San Antonio,Texas,78221,-98.497266,29.24431
537,R&J Saloon,4910 S Flores St,San Antonio,Texas,78214,-98.499061,29.376878
538,R&R Bar and Grill,306 East Mitchell St,San Antonio,Texas,78210,-98.47313,29.397191
539,Radius Cafe,106 Auditorium Cir,San Antonio,Texas,78205,-98.488144,29.429802
540,Radius Center,106 Auditorium Circle,,Texas,,-98.488144,29.429802
541,Raffles Restaurant and Bar,1039 NE Interstate 410 Loop,San Antonio,Texas,78209,-98.456695,29.516789
542,Rainbow Cafe,1028 N Flores,San Antonio,Texas,78212,-98.500439,29.435759
543,Rancho Bar,2606 W Southcross Blvd,San Antonio,Texas,78211,,
544,Random Beer Garden,11 Upper Cibolo Creek road,Boerne,Texas,78006,,
545,Randy's,1534 Bandera Road,San Antonio,Texas,78228,-98.568123,29.468901
546,Rascal's Night Club,1534 Bandera Road,San Antonio,Texas,78228,-98.568123,29.468901
547,Raul's``,1010 NW 410,San Antonio,Texas,78213,-98.456473,29.515836
548,Rawpower and Light Company,2315 San Pedro,San Antonio,Texas,78212,,
549,Ray's Ice House,3110 Pleasanton Road,,Texas,,-98.478627,28.967194
550,Razz Club,1375 Austin Highway,San Antonio,Texas,78209,-98.439574,29.491443
551,Razzle Dazzle,Austin Hwy and Perrin Beitel,,Texas,,-96.182532,29.819799
552,RC Peacock's,8523 Teecee,San Antonio,Texas,78217,-98.45701,29.517003
553,Rebar,8134 Broadway St.,San Antonio,Texas,78209,-98.465938,29.511031
554,Recovery Room,7949 Fredericksburg,San Antonio,Texas,78229,-98.5813429,29.511125
555,Red Cobra Country Club,1146 East Commerce,San Antonio,Texas,78205,-98.495141,29.4246
556,Reed's Red Derby,9715 San Pedro,San Antonio,Texas,78216,-98.479944,29.55961
557,Remington's,7401 Wurzbach Rd,San Antonio,Texas,78229,-98.58331,29.506466
558,Repitlez Sports Bar,5418 Old HWY 90,,Texas,,-98.596798,29.416517
559,Reptilez Live Music Venue,5418 Enrique M. Barrera Pkwy,San Antonio,Texas,78227,-98.62062,29.40521
560,Republique of Boko-Maru,5545 Northwest Loop 410,San Antonio,Texas,78238,-98.595132,29.485457
561,Retox Bar,1031 Patricia Dr.,San Antonio,Texas,78213,-98.511561,29.544518
562,Reverb Lounge,1033 Avenue B,San Antonio,Texas,78215,,
563,Rhino Room,245 E. Commerce,San Antonio,Texas,78205,-98.49002,29.424659
564,Ricardo's on the River,314 N Presa,San Antonio,Texas,78205,-98.48881,29.42452
565,Riff House Concerts,14614 Mountain Wood St.,San Antonio,Texas,78232,-98.466319,29.574975
566,Rio Cibolo Ranch,1101 Ulrich Rd,Marion,Texas,78124,-98.144474,29.485426
567,Ritmo Latino,3625 West Ave,San Antonio,Texas,78213,-98.526411,29.496575
568,River Road Ice House,1791 Hueco Springs Road,New Braunfels,Texas,78132,,
569,Roaring 20's,13445 N Blanco,San Antonio,Texas,78216,-98.481527,29.562078
570,Rock and Rye,17631 La Cantera Pkwy,San Antonio,Texas,78257,-98.591155,29.64395
571,Rock Bottom Tattoo Bar,1033 Avenue B,San Antonio,Texas,78215,-98.482663,29.450211
572,Rock Island,8779 Wurzbach,San Antonio,Texas,78240,-98.614705,29.517654
573,Rocking M Dude Ranch,216 Soledad,San Antonio,Texas,78205,-98.493215,29.42683
574,Rosario's Café y Cantina,910 S. Alamo St.,San Antonio,Texas,78205,-98.489594,29.415331
575,Rosedale Park,303 Dartmouth St.,San Antonio,Texas,78237,-98.552211,29.436278
576,Rosie O'Grady's,3923 Naco Perrin Blvd,San Antonio,Texas,78217,-98.417645,29.543447
577,Round Table Club,7218 St. Hedwig Road,,Texas,,-98.20001,29.414401
578,"Roxy Sports Bar -2801 Pat Booker Rd, Universal City, TX 78148",2801 Pat Booker Rd,San Antonio,Texas,78148,-98.320242,29.557202
579,Royal Palace Ballroom,3506 SW Military Dr,San Antonio,Texas,78211,-98.556815,29.357549
580,Ruben's Place,15069 I-35 Frontage Rd,Selma,Texas,78154,,
581,Ruffino's,9802 Colonnade Blvd,San Antonio,Texas,78230,-98.564388,29.534391
582,Rusty Nail Saloon,2757 E Houston St,San Antonio,Texas,78202,,
583,Ruth Taylor Theater,One Trintiy Place,San Antonio,Texas,78212,-98.483775,29.463766
584,Ruth’s Chris Steak House –La Cantera,"17803 La Cantera Terrace, #8110",San Antonio,Texas,78256,-98.606645,29.609453
585,Ruth's Chris Steak House-Concord Plaza,"7720 Jones Maltsberger, Concord Plaza",San Antonio,Texas,78216,-98.481463,29.505528
586,Ruth's Chris Steak House-Grand Hyatt,600 E. Market St. River Walk Grand Hyatt,San Antonio,Texas,78205,-98.483774,29.421719
587,SA Country Saloon,10127 Coachlight St.,San Antonio,Texas,78216,-98.49353,29.53357
588,Saengerhalle,255 Saengerhalle Road,New Braunfels,Texas,78130,-98.068368,29.691138
589,Sahari Club,3645 Interstate 35 Access Rd,San Antonio,Texas,78204,-98.42683,29.44972
590,Salute,2801 N. St. Mary's,San Antonio,Texas,78212,-98.48624,29.451445
591,Sam's Burger Joint, 330 E Grayson St,San Antonio,Texas,78215,-98.477414,29.443536
592,Sam's Town Point,5115 Old Seguin Road,San Antonio,Texas,78219,-98.390969,29.466632
593,San Antone Cafe and Concerts,1150 S Alamo St,San Antonio,Texas,78210,-62.184068,16.653923
594,San Antonio Botanical Garden,555 Funston Pl.,San Antonio,Texas,78209,-98.458727,29.458866
595,San Antonio Club,3645 N I 35,,Texas,,-98.427407,29.449829
596,San Antonio Convention Center Arena,601 Hemisfair Plaza Way,San Antonio,Texas,78205,-98.48718,29.418394
597,San Antonio Country,1122 N St. Mary's St,San Antonio,Texas,78215,-98.482663,29.450211
598,San Antonio Country Club,601 HemisFair Way,San Antonio,Texas,78203,-98.45481,29.414071
599,San Antonio Event Center,8111 Meadow Leaf Dr,San Antonio,Texas,78227,-98.645944,29.420441
600,San Antonio Japanese Tea Garden,3853 N. St. Mary's ,San Antonio,Texas,78212,-98.477729,29.459529
601,San Antonio Municipal Auditorium,100 Auditorium Cir.,San Antonio,Texas,78205,,
602,San Antonio Museum of Art,200 W Jones Ave.,San Antonio,Texas,78215,-98.48216,29.437303
603,San Antonio Shrine Auditorium,901 North Loop 1604 W.,San Antonio,Texas,78232,-98.501923,29.609995
604,Sanchos Cantina & Cocina,628 Jackson St.,San Antonio,Texas,78212,-98.499311,29.439436
605,Sandra's Bar & Live Music,"1006 VFW Blvd, Bldg 1",San Antonio,Texas,78223,-98.473361,29.370733
606,Santa's Place,417 Spriggsdale Ave,San Antonio,Texas,78220,,
607,SAY Si,1518 S Alamo St,San Antonio,Texas,78204,-98.497242,29.409504
608,Scenic Loop Cafe,25615 Boerne Stage Rd,San Antonio,Texas,78255,-98.675396,29.681698
609,Scobee Education Center,1819 North Main Avenue,San Antonio,Texas,78212,-98.494224,29.44631
610,Scout Bar,6300 block Tabor Ave,San Antonio,Texas,78221,-98.504503,29.346501
611,Scratch,3740 Northwest Loop 410,San Antonio,Texas,78229,-98.555599,29.492177
612,Sea World of Texas,10500 Sea World Dr,San Antonio,Texas,78251,-98.700196,29.458353
613,Semeneya Ballroom,2899 NE Interstate 410 Loop,San Antonio,Texas,78218,-98.406807,29.51731
614,Serape Club,4100 N New Braunfels Ave,San Antonio,Texas,78209,,
615,Seven Oaks,Austin HWY and Military Road,,Texas,,-97.7437,30.271129
616,Shadowland Club,2928 S Flores St,San Antonio,Texas,78204,-98.503972,29.39456
617,Shenanygans -Sports Bar & Lounge,827 Hwy 151 #106 ,San Antonio,Texas,78251,-98.691792,29.464116
618,Short's Corner,Nacogdoches and Perrin-Beitel,San Antonio,Texas,78217,-94.651899,31.617618
619,Showcase Events Center,3625 West Avenue,San Antonio,Texas,78213,-98.526411,29.496575
620,Silver Dollar Saloon,1812 N Main Ave,San Antonio,Texas,78212,-98.49391,29.446655
621,Silver Saddle,9520 S Presa St,San Antonio,Texas,78223,-98.424821,29.32465
622,SIN 13,1902 McCullough Ave,San Antonio,Texas,78212,,
623,Six Flags Fiesta Texas,17000 IH-10 West,San Antonio,Texas,78257,-98.608747,29.604467
624,Skate Center South,7331 S Zarzamora St,San Antonio,Texas,78224,-98.534921,29.354161
625,Skip Willy's,1502 Bitters Road,San Antonio,Texas,78248,-98.46924,29.54755
626,Skit Row,8755 Wurzbach Rd,San Antonio,Texas,78240,-98.568898,29.524524
627,Slackers Sports Bar Naco,12234 Nacogdoches Rd,San Antonio,Texas,78217,-98.406219,29.550696
628,Slackers Sports Bar North star,126 W Rector,San Antonio,Texas,78216,-98.495342,29.516305
629,Smoke: The Restaurant,1170 E. Commerce,San Antonio,Texas,78205,-98.47862,29.421306
630,Sneak Spot,Frio City Rd,San Antonio,Texas,78226,-98.533125,29.3964465
631,Sneakers,14040 Nacogdoches Rd,San Antonio,Texas,78247,-98.382423,29.56868
632,Sneaky Pete's,7007 Bandera,San Antonio,Texas,78238,-98.62437,29.50009
633,Snoop's Tavern,10726 Perrin Beitel Road,,Texas,,-98.410558,29.537851
634,Social House,19160 Stone Oak Pkwy,San Antonio,Texas,78258,-98.494374,29.625725
635,SoHo Wine & Martini Bar,214 W. Crockett St.,San Antonio,Texas,78205,-98.490355,29.424861
636,Soundcheck,6844 Ingram Rd,San Antonio,Texas,78238,-98.625064,29.464067
637,South Texas Museum of Popular Culture,1017 E Mulberry Ave,San Antonio,Texas,78209,-98.470576,29.454295
638,Southern Lady,2432 Nogalitos,,Texas,,,
639,Southtown 101,101 Pereida St.,San Antonio,Texas,78210,-98.488309,29.41316
640,Southtown Vinyl,1010 S. Flores St.,San Antonio,Texas,78204,-98.499669,29.413464
641,Southwest School of Art,300 Augusta St. ,San Antonio,Texas,78205,-98.492222,29.431053
642,Sparky's Pub,1416 N. Main Ave.,San Antonio,Texas,78212,-98.493866,29.442324
643,Specht's Store,112 Specht Rd.,San Antonio,Texas,78260,-98.497174,29.736708
644,Speedway Sports Bar,8811 Grissom Rd.,San Antonio,Texas,78251,-98.658524,29.480192
645,Speedway Sports Bar II,9055 Marbach,San Antonio,Texas,78245,-98.662338,29.41862
646,Splashtown,3600 N Pan Am Expy,San Antonio,Texas,78219,-98.425595,29.447376
647,Squeeze Inn,2102 Quintana Rd,San Antonio,Texas,78211,,
648,St. Albert's Hall,302 Wyoming,,Texas,,-94.640362,30.108533
649,St. Hedwig Hall,St. Hedwig Rd,San Antonio,Texas,78220,-98.376205,29.417863
650,St. Mary University Treadway Recital Hall,One Camino Santa Maria,San Antonio,Texas,78228,-98.561309,29.453066
651,St. Mary's Bar and Grill,3000 N. St Mary's,San Antonio,Texas,78212,-98.48461,29.452577
652,St. Mary's Brewing Company,2734 N. St. Mary's,San Antonio,Texas,78212,,
653,St. Mary's Pit,2913 N St. Mary's,San Antonio,Texas,78212,-98.485393,29.45204
654,Stardust Ballroom,1599 Bandera Rd,San Antonio,Texas,78228,-98.570401,29.46824
655,Station Break,1442 Austin Hwy,San Antonio,Texas,78209,-98.435906,29.492155
656,Steely Nevada's Bar and Lounge,7530 Eckhert Rd.,San Antonio,Texas,78240,-98.627074,29.508202
657,Stetson Bar,7350 Tezel Rd. ,San Antonio,Texas,78250,-98.661699,29.504804
658,Stonehenge,16260 San Pedro,San Antonio,Texas,78232,-98.473236,29.589205
659,Studio 210 Nightclub and Bar,10319 Perrin Beitel,San Antonio,Texas,78217,-98.40421,29.53299
660,Studio 57,7011 San Pedro Ave,San Antonio,Texas,78216,-98.500416,29.508907
661,Suburban Club,10319 Perrin Beitel,San Antonio,Texas,78217,-98.411672,29.53417
662,Suburban Garden(s),1802 Burleson Street,San Antonio,Texas,78202,-98.458731,29.426962
663,Suga A's Lounge,9291 IH10 East,Converse,Texas,78109,-98.316124,29.518008
664,Sugar Daddy's,8523 Teecee,,Texas,,-94.64242,30.146324
665,Sumthin Different,6025 Ingram Road,,Texas,,-99.236562,30.073889
666,Sum'thin Diff'Rent,6025 Ingram Road,,Texas,,-99.236562,30.073889
667,Sunken Garden,St. Hedwig Road,,Texas,,-98.20001,29.414401
668,Sunken Garden Theater,3875 N. St. Mary St.,San Antonio,Texas,78212,-98.478334,29.460958
669,Sunova Beach,3875 N St Mary's St,San Antonio,Texas,78230,-98.56132,29.562717
670,Swank Club,3875 N St Mary's St,San Antonio,Texas,78212,,
671,Swizzle Stick,5951 Ingram Road,San Antonio,Texas,78228,,
672,Tabasco Beach,1005 Avenue B,San Antonio,Texas,78215,,
673,Taco Garage,8403 Broadway St.,San Antonio,Texas,78209,-98.465755,29.515328
674,TACOLAND,103 West Grayson,San Antonio,Texas,78212,,
675,Tacos & Tequila,1915 Broadway St.,San Antonio,Texas,78215,-98.476938,29.444086
676,Tandem San Antonio,310 Riverside Drive,San Antonio,Texas,78210,-98.480784,29.376992
677,Taqueria La Gloria- Pearl,100 East Grayson,San Antonio,Texas,78215,-98.481144,29.44429
678,Taylor's Tavern,303 Vance Jackson,San Antonio,Texas,78201,-98.535334,29.475156
679,Teddy Bear Lounge & Café,21713 US Route 281,San Antonio,Texas,78264,-98.4809346288353,29.1998906227891
680,Teen Canteen,1502 Bitters Road,San Antonio,Texas,78248,-98.46924,29.54755
681,Tejano Cactus,1581 Bandera Road,San Antonio,Texas,78228,-98.569877,29.468115
682,Tejano Rodeo,8505 Broadway,San Antonio,Texas,78217,-98.464619,29.519253
683,"Tejas Rodeo, Steakhouse and Saloon","401 Obst Rd, Bulverde,",Bulverde,Texas,78163,-98.490917,29.738898
684,Tequila Mockingbird,245 East Commerce,San Antonio,Texas,78205,-98.49002,29.424659
685,Terry's Lounge,4326 Gardendale,San Antonio,Texas,78240,-98.568754,29.52557
686,Texas 21 Funhouse,409 East Commerce,San Antonio,Texas,78205,-98.488567,29.424114
687,"Texas Burgers, Brews, and Blues",2202 N. Zarzamora St.,San Antonio,Texas,78201,-98.524083,29.450695
688,Texas Ex's,4326 Gardendale,San Antonio,Texas,78240,-98.568754,29.52557
689,Texas Star Inn,7400 Bandera Road,San Antonio,Texas,78250,-98.630204,29.508461
690,Texas Theater,425 N. Austin,Seguin,Texas,78155,-97.964431,29.572085
691,Texco Nite Club,625 N Medina,,Texas,78207,-98.504612,29.430228
692,The Amp Room,2407 N. Saint Mary's St.,San Antonio,Texas,78212,-98.488098,29.448461
693,The Aquaduck,9214 Espada Road,San Antonio,Texas,78214,-98.462621,29.330214
694,The Art Institute of San Antonio,10000 IH-10 W. Ste 200,San Antonio,Texas,78230,-98.565538,29.532835
695,The Bang Bang Bar,119 El Mio Dr. ,San Antonio,Texas,78216,-98.499885,29.493829
696,The Bar on Broadway,2411 Broadway St,San Antonio,Texas,78215,-98.482663,29.450211
697,The Bayous,517 N Presa Street,San Antonio,Texas,78205,-98.488826,29.42588
698,The Beer Depot,1304 S. Laredo St. ,San Antonio,Texas,78204,-98.505815,29.412687
699,Big Apple Night Spot,3550 Nebraska,San Antonio,Texas,,-98.495141,29.4246
700,The Bijou,4522 Fredericksburg Rd,San Antonio,Texas,78201,-98.550768,29.4899
701,The Brass Tap,"17619 La Cantera Pkwy, Bldg 2",San Antonio,Texas,78257,-98.598057,29.609739
702,The Broadway 50 50,5050 Broadway St.,San Antonio,Texas,78209,-98.462716,29.472925
703,The Brooklynite,516 Brooklyn Ave.,San Antonio,Texas,78215,-98.484538,29.433068
704,The Catacombs,7511 US Hwy 90 W,San Antonio,Texas,78227,,
705,The Classic Theater,1924 Fredericksburg Rd,San Antonio,Texas,78201,-98.524408,29.463373
706,The Copper Penny,1217 NE IH410,,Texas,,-94.64242,30.146324
707,The Corral,310 Riverside Drive,San Antonio,Texas,78210,-98.480784,29.376992
708,The Courtyard,11403 West Avenue,San Antonio,Texas,78213,-98.511725,29.543617
709,The Cove,606 W. Cypress St. ,San Antonio,Texas,78212,-98.500597,29.440435
710,The Crazy Ape,9930 San Pedro Ave,San Antonio,Texas,78216,-98.496664,29.530723
711,The Davenport Lounge,203 N. Presa St.,San Antonio,Texas,78205,-98.489251,29.423472
712,The DoSeum,2800 Broadway St.,San Antonio,Texas,78209,-98.472779,29.452391
713,The Friendly Spot Ice House,943 S Alamo St,San Antonio,Texas,78205,-98.490745,29.41463
714,The Frutería -Botanero,1401 South Flores Street #102,San Antonio,Texas,78204,-98.501622,29.410006
715,The Gambler,6844 Ingram Road,San Antonio,Texas,78238,-98.625064,29.464067
716,The Garter North,2615 Wagonwheel,San Antonio,Texas,78217,-98.448973,29.517458
717,The Good Kind-Southtown,1127 S. Saint Marys St.,San Antonio,Texas,78210,-98.458642,29.410513
718,The Good News,1910 San Pedro,San Antonio,Texas,78216,-98.476345,29.583088
719,The Hangar Bar,8203 Broadway St. ,San Antonio,Texas,78209,-98.466597,29.511602
720,The Hangout,4922 SW Military,San Antonio,Texas,78242,-98.587986,29.365653
721,The Hoppy Monk,1010 N. Loop 1604 E. ,San Antonio,Texas,78232,-98.477712,29.609193
722,The Industry,8021 Pinebrook,San Antonio,Texas,78230,-98.549477,29.510772
723,The Jackson Ranch in the Heart of San Antonio,8910 Callaghan Rd,San Antonio,Texas,78230,-98.56132,29.562717
724,The Junction,1704 Blanco,San Antonio,Texas,78212,-98.49126,29.452192
725,The Korova,107 E. Matrin St.,San Antonio,Texas,78205,-98.493129,29.429456
726,The Landing,123 Losoya,San Antonio,Texas,78205,-98.495141,29.4246
727,The Latin Corner,1508 Bandera Road,San Antonio,Texas,78228,-98.567497,29.467465
728,The Local Bar,600 N Presa St.,San Antonio,Texas,78205,-98.4886,29.426064
729,The Lonesome Rose,2114 N. St. Mary's,San Antonio,Texas,78212,-98.485942,29.445848
730,The Martini Club,625 N Medina,San Antonio,Texas,78207,-98.504612,29.430228
731,The Meridian,1122 Austin Hwy,San Antonio,Texas,78209,-98.449567,29.485971
732,The Mix,2423 N. Saint Marys St.,San Antonio,Texas,78212,-98.488113,29.448877
733,The Monty and Ivy Hall,1127 S. Saint Marys St.,San Antonio,Texas,78210,-98.488558,29.411822
734,The Nash,531 San Pedro Ave,San Antonio,Texas,78212,-98.498328,29.438658
735,The Nestle Inn,2053 W. Poplar St,San Antonio,Texas,78207,-98.525213,29.4407
736,The Opera House,6104 Broadway,San Antonio,Texas,78209,-98.4646229,29.470119
737,The Other Women,1123 Fair Ave,San Antonio,Texas,78223,-98.460402,29.384365
738,Patio Bar and Grill,2318 Fredericksburg,San Antonio,Texas,78201,-98.534244,29.482984
739,The Phantom Room,2114 N. St. Mary's,San Antonio,Texas,78212,-98.485942,29.445848
740,The Pigpen,106 Pershing Ave. ,San Antonio,Texas,78209,-98.466123,29.460872
741,The Reggae Bar,2016 Austin Hwy.,San Antonio,Texas,78218,-98.417785,29.502372
742,The Replay Sports Club,8507 N. McCullough Ave. Ste A9,San Antonio,Texas,78216,-98.492058,29.516623
743,The Republic House,12333 West Avenue,San Antonio,Texas,78216,-98.481527,29.562078
744,The Ringer Pub,2826 Thousand Oaks Dr. ,San Antonio,Texas,78232,-98.443711,29.578226
745,The Rock,1905 Pat Booker Road,San Antonio,Texas,78148,-98.310072,29.553151
746,The Rock Box,1223 E. Houston St.,San Antonio,Texas,78205,-98.478531,29.425276
747,The Rockin' K,1811 Goliad Road,,Texas,,-98.442959,29.368374
748,The Roundup,531 FM 3351,Boerne,Texas,78006,,
749,The Rustic,17619 La Cantera Pkwy Ste 204,San Antonio,Texas,78257,-98.598057,29.609739
750,The Service Station Cafe and Beer Garden,3011 N. St. Mary's,San Antonio,Texas,78212,-98.495141,29.4246
751,The Settlement,29360 Bulverde Rd.,San Antonio,Texas,78260,-98.451583,29.732566
752,The Shadows,1755 S. General McMullen Dr,San Antonio,Texas,78237,-98.558166,29.399605
753,Tiffany Palace,10127 Coachlight,San Antonio,Texas,78216,-98.493531,29.533598
754,The Silver Slipper Nite Club,3621 West Avenue,,Texas,,-97.093347,31.803481
755,The Squeezebox,2806 N. Saint Marys St.,San Antonio,Texas,78212,-98.485636,29.451492
756,The Stetson Bar,7350 Tezel Rd. ,San Antonio,Texas,78250,-98.66154,29.504931
757,The Stonehenge,800 West Myrtle,San Antonio,Texas,78212,-98.503236,29.444531
758,The Ten Eleven,1011 Avenue B,San Antonio,Texas,78215,-98.481345,29.435501
759,The Three-Legged Monkey,"2313 NW Military Hwy, Ste 115",Shavano Park,Texas,78231,-98.526917,29.541367
760,The Trap,4711 Pecan Valley Road,San Antonio,Texas,78223,-98.432599,29.378261
761,The Twig Book Shop,"306 Pearl Pkwy, Ste 106",San Antonio,Texas,78215,-98.479965,29.441938
762,The Underground Metal Haven,512 Roosevelt Ave,,Texas,,-100.145327,30.455625
763,The Vineyard Club,506 South Gevers,San Antonio,Texas,78203,,
764,The Warehouse,1119 S. St Mary's Street,San Antonio,Texas,78210,,
765,The Well,5539 UTSA Blvd,San Antonio,Texas,78249,-98.592849,29.577092
766,Third Wave,101 E Fredericksburg Rd,San Antonio,Texas,78207,-98.502716,29.441463
767,Thirsty Camel Bar & Lounge,5307 McCullough Ave.,San Antonio,Texas,78212,-98.492204,29.479999
768,Thirsty Horse Saloon,2335 NW Military Hwy,San Antonio,Texas,78231,-98.527257,29.54276
769,"Thiry Auditorium, Our Lady of the Lake University",411 SW 24th St.,San Antonio,Texas,78207,-98.542512,29.425622
770,Three Walls,106 Blue Star,San Antonio,Texas,78204,-98.49568,29.40957
771,Ticket Sports Pub,420 E. Houston St.,San Antonio,Texas,78205,-98.488096,29.426284
772,Tiffany Lounge,109 W Houston St,San Antonio,Texas,78205,-98.496183,29.426959
773,Tin Pan Alley,18355 Bracken Drive,San Antonio,Texas,78266,-98.322276,29.61002
774,Tobin Center for the Performing Arts,100 Auditorium Cir.,San Antonio,Texas,78205,-98.48871,29.430682
775,Tonic Bar,5500 Babcock Rd,San Antonio,Texas,78240,-98.596968,29.517497
776,Torres Dance Hall,Pleasanton Road,,Texas,,-97.132959,32.010656
777,Tourist Club Ballroom,617 N. St. Mary's,San Antonio,Texas,78205,-98.491591,29.429735
778,Toyota Field San Antonio,5106 David Edward Dr,San Antonio,Texas,78233,-98.394557,29.539323
779,Traders Village,9333 SW Loop 410,San Antonio,Texas,78242,-98.625964,29.33146
780,Trading Post,7393 US Hwy 87 E E,San Antonio,Texas,78263,-98.344759,29.38777
781,Tramp's,7011 San Pedro,,Texas,,-94.64242,30.146324
782,Tra's Country,12130 Oconner Rd,San Antonio,Texas,78233,-98.375357,29.550063
783,Tre Trattoria,4003 Broadway St. ,San Antonio,Texas,78209,-98.465708,29.463572
784,Treasures Events,8825 New Laredo Hwy,San Antonio,Texas,78211,-98.585229,29.337703
785,Tropical Drink Company,126 Losoya Street,San Antonio,Texas,78205,-98.48767,29.42581
786,Tropics Dinner Club,617 N. St. Mary's,San Antonio,Texas,78205,-98.491591,29.429735
787,Tucker's Kozy Korner,1338 E. Houston St.,San Antonio,Texas,78205,-98.47654,29.424777
788,Turtle Creek Country Club,409 Main Avenue,San Antonio,Texas,78205,-98.493864,29.428232
789,Tuxedo Junction,9322 Perrin Beitel,San Antonio,Texas,78217,-98.411028,29.52521
790,Twin Mountain Inn,5 miles north of Helotes on Bandera Road,,Texas,,-99.072459,29.727007
791,Twin Palms,New Seguin Road,San Antonio,Texas,78155,-97.964727,29.568841
792,Two Rivers Tavern,13550 O'Connor Rd,San Antonio,Texas,78233,-98.382254,29.562193
793,Two Step Restaurant and Cantina,9840 W. Loop 1604 N.,San Antonio,Texas,78254,-98.682376,29.53406
794,Tycoon Flats,2926 N. Saint Mary St.,San Antonio,Texas,78212,-98.484922,29.452225
795,Union Jack,2022 McCullough,San Antonio,Texas,78212,,
796,Unique Recreation Ballroom,1434 Callaghan Road,San Antonio,Texas,78228,-98.601581,29.450815
797,University Bowl,12332 W. IH 10,San Antonio,Texas,78230,-98.591771,29.56509
798,University of Texas at San Antonio-Downtown Campus, 501 W César E Chávez Blvd,San Antonio,Texas,78207,-98.502969,29.423033
799,University of Texas at San Antonio-1604 Campus,One UTSA Circle,San Antonio,Texas,78249,-98.618301,29.582755
800,University of the Incarnate Word,4301 Broadway,San Antonio,Texas,78209,-98.465851,29.466944
801,Velvet Turtle,6402 Callaghan Road,,Texas,,-99.444481,32.369372
802,Ventura San Antonio,1011 Ave. B ,San Antonio,Texas,78215,-98.481287,29.435473
803,Ventura's Nite Club,3830 Parkdale,San Antonio,Texas,78229,-98.56257,29.525565
804,Verizon Wireless Amphitheater,16765 Lookout Road,Selma,Texas,78154,-98.31733,29.592239
805,VFW Post 837 Highland Hills Southeast Post,4436 Valleyfield,San Antonio,Texas,78222,-98.4404851,29.364934
806,VFW Post 8541 James B Sprague Memorial Post,2222 Austin Hwy,San Antonio,Texas,78218,-98.412311,29.50563
807,Vibes Event Center,1211 East Houston Street,San Antonio,Texas,78205,-98.479029,29.425935
808,Village Inn,1353 Donaldson Avenue,San Antonio,Texas,78228,-98.553336,29.464913
